id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,polarity
1.36E+18,1.36E+18,2021-01-31 07:58:31 Malay Peninsula Standard Time,########,7:58:31,800,17952253,esquirern,"Opinionated Psych NP, Attorney (Nurse 1st)",,"Stressful week. ðŸ¶had UTI (vet)... then my exam, then my second Covid vaccine which led to missed work and UC appt (I'm OK), now second ðŸ¶ is sick (vet again) (he does this every 4-5 months and likely has IBS). I hate when my pups are sick! So sad and stressful! We need a rest. https://t.co/w1aZt4xHpO",en,[],[],['https://pbs.twimg.com/media/EtBLtUcVEAAie6I.jpg'],2,0,3,[],[],https://twitter.com/EsquireRN/status/1355666735995572224,FALSE,,1,https://pbs.twimg.com/media/EtBLtUcVEAAie6I.jpg,,,,,,,[],,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:58:26 Malay Peninsula Standard Time,########,7:58:26,800,1.20E+18,maryrmcdermith,Mary R Mcdermith,,They have drunk the koolaid and nuttin is gonna bring them back to reality. Even forcing 80-90 yr old fragile folks to stand in line for hours to get the covid vaccine. Floridians prove that dumb is not curable.,en,[],[],[],0,0,0,[],[],https://twitter.com/MaryRMcdermith/status/1355666715133190147,FALSE,https://twitter.com/samm_hill/status/1355654406952239110,0,,,,,,,,[],,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:58:25 Malay Peninsula Standard Time,########,7:58:25,800,6.21E+08,dittotopper,Brent Ditto,,@charliekirk11 Wondering if ISIS or other terrorist that have Americans captive are giving our people COVID Vaccines? ðŸ¤”. Only fair and Equal,en,[],[],[],0,0,1,[],[],https://twitter.com/DittoTopper/status/1355666712134377473,FALSE,,0,,,,,,,,"[{'screen_name': 'charliekirk11', 'name': 'Charlie Kirk', 'id': '292929271'}]",,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:57:58 Malay Peninsula Standard Time,########,7:57:58,800,1.35E+18,debbieg52982485,Debbie Gr,,@MollyJongFast FFS they can stay home and die of #COVID but donâ€™t get in my f*cking way! #CovidVaccine #VaccineSecurity Arrest the f*cking nut jobs.,en,[],[],[],0,0,0,"['covid', 'covidvaccine', 'vaccinesecurity']",[],https://twitter.com/DebbieG52982485/status/1355666595352350720,FALSE,,0,,,,,,,,"[{'screen_name': 'MollyJongFast', 'name': 'Molly Jong-FastðŸ¡', 'id': '14298769'}]",,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:57:46 Malay Peninsula Standard Time,########,7:57:46,800,1.27E+18,lnlsbth,aileen,,"i have zero patience and tolerance for people being so close minded and telling me â€œiâ€™m shocked youâ€™re still alive after taking the covid vaccineâ€ itâ€™s like ??? ???? youâ€™re not funny, becky",en,[],[],[],0,0,4,[],[],https://twitter.com/lnlsbth/status/1355666547218526208,FALSE,,0,,,,,,,,[],,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:57:41 Malay Peninsula Standard Time,########,7:57:41,800,1.03E+18,nymphinia,"Ari, the Winter FairyðŸ¦¢",,I will happily be booty juiced with the fucking covid vaccine ffs,en,[],[],[],0,0,0,[],[],https://twitter.com/nymphinia/status/1355666523977883650,FALSE,,0,,,,,,,,[],,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:57:40 Malay Peninsula Standard Time,########,7:57:40,800,1.13E+18,manhattanmarxi1,manhattanmarxist,,The new strains of #COVID are changing ahead of the #CovidVaccines. This isnâ€™t an accident or mean the work of the pharmaceuticals to develop #CovidVaccine was doomed from the start. Not at all. The economic policy hasnâ€™t matched scientific &amp; social needs https://t.co/zIq61IeS4G,en,[],['https://www.wsws.org/en/articles/2021/01/30/pers-j30.html'],[],0,2,4,"['covid', 'covidvaccines', 'covidvaccine']",[],https://twitter.com/manhattanmarxi1/status/1355666523176763395,FALSE,,0,,,,,,,,[],,,,,negative
1.36E+18,1.36E+18,2021-01-31 07:57:35 Malay Peninsula Standard Time,########,7:57:35,800,1.08E+18,cl__cl__,ðŸ–‡pouty,,Bro Iâ€™m just covid trying to kill u all And there ainâ€™t no vaccine except for the power of mind #placebo,en,[],[],[],0,0,0,['placebo'],[],https://twitter.com/cl__cl__/status/1355666499340480516,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-13 05:13:17 Malay Peninsula Standard Time,########,5:13:17,800,1.83E+08,voiceislanderfn,FrankVoiceIsles,,@ToddHagopian The vaccine roll out is muddled because sitting state politicians all want to be the white knight who delivered their people from COVID-19. All they have done is cost lives by slowing it all down in bureaucratic red tape. They have blood on their hands.,en,[],[],[],0,0,1,[],[],https://twitter.com/VoiceIslanderFn/status/1349102172273840130,FALSE,,0,,,,,,,,"[{'screen_name': 'ToddHagopian', 'name': 'Libertarian-In-Chief', 'id': '59674605'}]",,,,,negative
1.35E+18,1.35E+18,2021-01-13 00:57:55 Malay Peninsula Standard Time,########,0:57:55,800,1.07E+18,moer_or_less,"Jo, the tired parent",,"And I'm at home, living with the knowledge that if I go into the hospital with COVID, I will be treated with the same level of respect I always receive from HCPs (that is, zero) and it will cost me my life. So stay the hell home so we can all get this damn vaccine someday soon.",en,[],[],[],0,0,0,[],[],https://twitter.com/moer_or_less/status/1349037905499607040,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-13 00:06:53 Malay Peninsula Standard Time,########,0:06:53,800,2.71E+09,officialmohd1,.,,The Worst and Corrupt Govt ever of India No country is charging their citizens for vaccine except India It is a shameful act COVID-19 vaccine may cost between Rs 200 to 295 in India: Health Ministry https://t.co/AqFXD9Pf9I,en,[],['https://www.siasat.com/covid-19-vaccine-may-cost-between-rs-200-to-295-in-india-health-ministry-2066142/'],[],0,3,4,[],[],https://twitter.com/OfficialMohd1/status/1349025061949341701,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 18:52:23 Malay Peninsula Standard Time,########,18:52:23,800,1.11E+08,pmtibrewala,Purushottam Tibrewal,,SII MD admitting on record it will sell Covid vaccine at 5?? its cost to general public. Usurious profiteering in face of health emergency Do not know if we should laud this company or slam for blatant extortion. GOI must put a ceiling under DPCO.,en,[],[],[],0,0,0,[],[],https://twitter.com/pmtibrewala/status/1348945915730481155,FALSE,https://twitter.com/ndtv/status/1348943318466449413,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 18:43:01 Malay Peninsula Standard Time,########,18:43:01,800,1.28E+18,kapil63855013,Kapil,,What is the PM Cares fund for.. Can @narendramodi explain to the people... Why are the vaccines not being given free of cost to the people.. People have donated to covid relief and are being asked to pay more for the vaccines.? NINCOMPOOPS SITTING IN THE GOVT..,en,"[{'screen_name': 'narendramodi', 'name': 'narendra modi', 'id': '18839785'}]",[],[],0,0,1,[],[],https://twitter.com/Kapil63855013/status/1348943558611501057,FALSE,https://twitter.com/ndtv/status/1348927746240520193,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 18:15:09 Malay Peninsula Standard Time,########,18:15:09,800,15876845,opendemocracy,openDemocracy,,"The roll-out of COVID vaccines gives us all much-needed hope. But without fundamental reform of the drug industry, inequality and mistrust will cost lives both nationally and globally, says @NickDearden75. https://t.co/6RorHR0QeS",en,"[{'screen_name': 'nickdearden75', 'name': 'nick dearden', 'id': '306756011'}]",['https://www.opendemocracy.net/en/opendemocracyuk/big-pharmas-finest-hour/'],[],0,3,8,[],[],https://twitter.com/openDemocracy/status/1348936548960653312,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 15:49:48 Malay Peninsula Standard Time,########,15:49:48,800,19167641,mpwoodhead,Michael | ?????????,,"Countries that can't even organise delivery of 2 doses of covid vaccine to their own citizens are criticising China for offering vaccine at low cost to other countries, demonising it as 'vaccine diplomacy' https://t.co/zIGTq4LZym",en,[],['https://news.bjd.com.cn/comment/2021/01/07/41233t112.html'],[],0,5,7,[],[],https://twitter.com/mpwoodhead/status/1348899969730629634,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 15:38:43 Malay Peninsula Standard Time,########,15:38:43,800,36714966,mtho87,a King amongst kings,,@MbalulaFikile your fear of South Africa's taxi industry will cost people's lives. It doesn't take a rocket scientist to figure out obvious spreaders #Covid19SA #Covid19InSA #CovidVaccine,en,[],[],[],0,0,0,"['covid19sa', 'covid19insa', 'covidvaccine']",[],https://twitter.com/mtho87/status/1348897179742699520,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 13:45:51 Malay Peninsula Standard Time,########,13:45:51,800,66137535,manas_muduli,Manas Muduli????????,,"This is a master stroke!! Tell people that vaccine is free(to get votes), then plan to add a covid cess to recover the cost from honest tax payers!! Brilliant idea indeed!! https://t.co/PbyOMzATsg",en,[],['https://www.cnbctv18.com/economy/centre-may-impose-covid-19-cess-in-union-budget-to-help-fund-vaccine-related-expenses-report-7963121.htm'],[],12,4,55,[],[],https://twitter.com/manas_muduli/status/1348868774569512960,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 12:31:57 Malay Peninsula Standard Time,########,12:31:57,800,7.97E+17,scottheidi576,Heidi Scott,,"None of them wld have dev a vaccine. They don't believe COVID is real. They're not going to contribute to scientific advancements. They don't believe in science. They cost us $$ in a recession, b/c we have to police their freedom rallies. Sick of it. 2/",en,[],[],[],0,1,2,[],[],https://twitter.com/scottheidi576/status/1348850177319137282,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 05:21:30 Malay Peninsula Standard Time,########,5:21:30,800,1.05E+08,art_dasnark,ArthurEX Squire,,@NBCNews CCP w/WHO support are offering unproven CCP COVID VACCINE to poor nations. Zubiri of the Philippines claims only 50% effective or less &amp; not worth the cost. Vaccinated people are contracting the virus. CCP Provinces are in complete lock down. Another CCP DEBT TRAP.,en,[],[],[],0,0,0,[],[],https://twitter.com/Art_daSnark/status/1348741851499655185,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 05:15:38 Malay Peninsula Standard Time,########,5:15:38,800,19642191,zippydazipster,zippy da zipster,,"Look.. I don't want to be a spoilsport...but, similarly to the covid tracing app debacle, the fact the Australian government are fucking scrimping on cost for vaccine to supply a second rate cheap one has me beginning to think it may be worth refusing to take it...",en,[],[],[],0,0,0,[],[],https://twitter.com/zippydazipster/status/1348740374416691200,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 02:48:48 Malay Peninsula Standard Time,########,2:48:48,800,6.00E+08,hermanmashaba,Herman Mashaba,,"I hope &amp; pray that the President doesn?€?t allow the vaccine to be captured for selfish gains, in the same way that the R500 billion COVID-19 relief funds were looted. We cannot afford for SA to drop this ball. This pandemic has already cost us more than our nation can bear.",en,[],[],[],11,9,83,[],[],https://twitter.com/HermanMashaba/status/1348703423223443460,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 02:15:19 Malay Peninsula Standard Time,########,2:15:19,800,25852443,heiditown,Heidi Kerr-Schlaefer,,The cost of one of my migraine drugs more than doubled in 2021. How is this right in any world? Are they losing their shirts because of the COVID-19 vaccine? Because I thought they were doing pretty well on that.,en,[],[],[],1,0,0,[],[],https://twitter.com/HeidiTown/status/1348694997814583298,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-12 01:51:21 Malay Peninsula Standard Time,########,1:51:21,800,17733789,kshashi,Shashikant Kore,,"India is doing about 1 million covid tests everyday, with cost of each test at about Rs 500 (likely more.) When a vaccine dose costs Rs 200, it is cheaper to administer vaccine than do a test. 11 million doses for 300 million citizens in the first phase is grossly inadequate.",en,[],[],[],1,2,0,[],[],https://twitter.com/kshashi/status/1348688966208245762,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 23:00:17 Malay Peninsula Standard Time,########,23:00:17,800,1.72E+08,stholeary,Sean O'Leary,,The failed &amp; disastrous COVID vaccine rollout is just as bad as the failed coup because it will cost us thousands upon thousands more unnecessary deaths. It's infuriating. And these jerks want unity? Stop killing Americans.,en,[],[],[],0,0,2,[],[],https://twitter.com/stholeary/status/1348645916266389505,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 19:39:06 Malay Peninsula Standard Time,########,19:39:06,800,8.94E+17,persiarainn,#???Ro???????,,The cost to fix homelessness is less than what the UK gov spent on covid vaccines. Shit the NHS out here paying ??18 for a lightbulb it's a mockery,en,[],[],[],1,0,0,[],[],https://twitter.com/persiarainn/status/1348595285891686403,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 17:39:37 Malay Peninsula Standard Time,########,17:39:37,800,4.65E+08,uproar1000,Michael,,@Tricky_1 @DavidLammy Disaster??? More like project fear. Seems Dover is operating smoothly and there is food on the supermarket shelves. Tell me about the disaster what is happening within the EU about the Covid vaccine. That is going to cost lives.,en,[],[],[],1,0,1,[],[],https://twitter.com/uproar1000/status/1348565216527867906,FALSE,,0,,,,,,,,"[{'screen_name': 'Tricky_1', 'name': 'Tricky ?????????????????#FBPE #Rejoin #Art49 ????????????????', 'id': '709360301456683008'}, {'screen_name': 'DavidLammy', 'name': 'David Lammy', 'id': '18020612'}]",,,,,negative
1.35E+18,1.35E+18,2021-01-11 16:58:15 Malay Peninsula Standard Time,########,16:58:15,800,3.00E+08,desicool21,desi????????????????????????,,"@makhanip @StiloMa77932773 @SAfmnews The @MYANC could not even replace Pitt toilets for our people yet you expect them to get the vaccine in and not corrupt the process ? They stole R500 billion covid relief funds , the oxford vaccine will cost us R10 billion for all SA ! They are incompetent corrupt thugs ! Think",en,"[{'screen_name': 'myanc', 'name': 'african national congress #anc109', 'id': '18759465'}]",[],[],1,0,0,[],[],https://twitter.com/desicool21/status/1348554808186204161,FALSE,,0,,,,,,,,"[{'screen_name': 'makhanip', 'name': 'Phumudzo Makhani', 'id': '589040327'}, {'screen_name': 'StiloMa77932773', 'name': 'Alunamda ????????', 'id': '1126523659290648576'}, {'screen_name': 'SAfmnews', 'name': 'SAfm news', 'id': '82578750'}]",,,,,negative
1.35E+18,1.35E+18,2021-01-11 16:10:10 Malay Peninsula Standard Time,########,16:10:10,800,3.94E+08,urgirlsaigon,Cookie Monster's Ex,,"Says the fool who was sitting on BILLIONS from fed gov?€?t to prepare all summer for 2nd wave, smaller class sizes/remote learning, fix LTC etc but did NOTHING. LTC CEOs got away w/billions at cost of 1000s deaths. Kids one largest groups contracting Covid. No vaccines till Apr/Jun",en,[],[],[],1,0,0,[],[],https://twitter.com/UrGirlSaigon/status/1348542706029617154,FALSE,https://twitter.com/fordnation/status/1348374264953663489,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 14:17:16 Malay Peninsula Standard Time,########,14:17:16,800,1.30E+18,chirpyt8,"Charles ""Chirpy"" T.",,"@MarcAJones1 @TaylorRMarshall You're right. He's been using every lie and unfounded conspiracy theory as clickbait. Covid, masks, election, vaccines, and now this. This one is less bad, however, because each one of the preceding ones has cost people their lives.",en,[],[],[],0,0,0,[],[],https://twitter.com/ChirpyT8/status/1348514294955192320,FALSE,,0,,,,,,,,"[{'screen_name': 'MarcAJones1', 'name': 'Marc A Jones', 'id': '892870317596659712'}, {'screen_name': 'TaylorRMarshall', 'name': 'Dr Taylor Marshall', 'id': '19738104'}]",,,,,negative
1.35E+18,1.35E+18,2021-01-11 14:00:08 Malay Peninsula Standard Time,########,14:00:08,800,4.07E+09,dmuhosahs,P. Illingworth ????,,Makes no sense. Message is stay home. But letter tells people to travel miles to get vaccine. How much has this cost? Is further waste of money and poor communication. NHS Covid-19 jab letters 'confusing over 80s' https://t.co/Ue3OtPymew,en,[],['https://www.bbc.co.uk/news/uk-england-55605149'],[],0,0,0,[],[],https://twitter.com/DMUHoSAHS/status/1348509983646904321,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 12:16:08 Malay Peninsula Standard Time,########,12:16:08,800,1.53E+09,paulbmcgill,????Paul McGill ?????????????????????????????????????????????????????????????????????,,@roscobigfulla @cjsbishop @MeganHands8 What if these first vaccines aren?€?t effective. Or aren?€?t effective on the COVID-19 strains recently evolving? That?€?s a lot of effort &amp; cost for something that not very effective while we have lower requirement v other countries? Guess that?€?s what getting weighed up?,en,[],[],[],2,0,5,[],[],https://twitter.com/PaulBMcGill/status/1348483809482665986,FALSE,,0,,,,,,,,"[{'screen_name': 'roscobigfulla', 'name': 'Ross Bishop', 'id': '810134184'}, {'screen_name': 'cjsbishop', 'name': 'Christopher Bishop', 'id': '181012160'}, {'screen_name': 'MeganHands8', 'name': 'Megan Hands', 'id': '1323703121990746113'}]",,,,,negative
1.35E+18,1.35E+18,2021-01-11 11:29:58 Malay Peninsula Standard Time,########,11:29:58,800,1.29E+18,emilaia4,E_mila_ia,,@weverseofficial Damn you CoVid...i wish they would attend in real life ..i wish this vaccine would go faster...i wish all the health and happiness to the ones who are going thru a painful time .but damn you CoVid...i hope you burn in hell for all this you cost.,en,[],[],[],1,0,0,[],[],https://twitter.com/Emilaia4/status/1348472191449505795,FALSE,,0,,,,,,,,"[{'screen_name': 'weverseofficial', 'name': 'Weverse', 'id': '988692701791993856'}]",,,,,negative
1.35E+18,1.35E+18,2021-01-11 10:48:44 Malay Peninsula Standard Time,########,10:48:44,800,1.66E+08,fakethemepark,Fake Theme Park,,Be sure to buy one of our new Vaccine Churros! They're delicious sugar-frosted churros with Moderna COVID-19 vaccine in them! They cost $389 and they totally work!,en,[],[],[],3,10,51,[],[],https://twitter.com/FakeThemePark/status/1348461814636490752,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 09:01:26 Malay Peninsula Standard Time,########,9:01:26,800,2.82E+09,nigrugthug,Nigrugthug - knew in 1972 EURO would be disaster,,You approve of deceiving UK voters re. EU membership yet again @Mij_Europe despite total abject failure of EU on Democracy + China + #recoveryfund + Euro + #covid vaccine procurement &amp; despite further Euro bailouts &amp; EU taxes that would cost UK ??100bn pa?! @DCBMEP @UxbEconomist07,en,"[{'screen_name': 'mij_europe', 'name': 'mujtaba rahman', 'id': '1080199496951304192'}, {'screen_name': 'dcbmep', 'name': 'david c bannerman', 'id': '70664947'}, {'screen_name': 'uxbeconomist07', 'name': 'uxbeconomist', 'id': '730526974003838976'}]",[],[],0,0,0,"['recoveryfund', 'covid']",[],https://twitter.com/nigrugthug/status/1348434811694833665,FALSE,https://twitter.com/Mij_Europe/status/1348294146986041347,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 07:38:57 Malay Peninsula Standard Time,########,7:38:57,800,75259036,tooka_t,Tooka Taheri,,"Considering the tragic human cost of Covid-19, the speed and efficiency of the vaccine rollout has been so disappointing and frustrating. #COVID19 #vaccine #Europe",en,[],[],[],0,0,1,"['covid19', 'vaccine', 'europe']",[],https://twitter.com/tooka_t/status/1348414053295783938,FALSE,,0,,,,,,,,[],,,,,negative
1.35E+18,1.35E+18,2021-01-11 07:06:05 Malay Peninsula Standard Time,########,7:06:05,800,2.27E+08,cadams1962,clive adams,,"@EstherMcVey1 vaccine will help to protect 89% of people vaccinated - 110 people out of every 1000 will not be protected. to talk about lifting restrictions is ridiculous - especially as it means a return to the farcical tier system, which has cost so many lives. #covid",en,[],[],[],0,0,0,['covid'],[],https://twitter.com/CAdams1962/status/1348405782363181058,FALSE,,0,,,,,,,,"[{'screen_name': 'EstherMcVey1', 'name': 'Esther McVey', 'id': '761499948890329088'}]",,,,,negative
